img,box,obj,cls,loss
tharsis_63_38,0.069650955,0.01576235,0.0,0.08541331
syrtismajor_15_21h,0.0528574,0.032543648,0.0,0.08540104
syrtismajor_19_3v,0.060441207,0.024905547,0.0,0.08534676
phoenicislacus_47_27h,0.054170318,0.031125214,0.0,0.08529553
syrtismajor_17_13h,0.06920103,0.016090242,0.0,0.085291274
margaritifersinus_38_0,0.052574553,0.032660786,0.0,0.08523534
syrtismajor_15_21,0.052285325,0.032868635,0.0,0.08515396
sinussabaeus_52_13vh,0.04103488,0.043965697,0.0,0.085000575
coprates_23_18,0.053338975,0.03137569,0.0,0.084714666
elysium_35_4h,0.06356518,0.021020623,0.0,0.0845858
maretyrrhenum_60_31,0.037050676,0.04753184,0.0,0.084582515
syrtismajor_12_4v,0.056605764,0.027962107,0.0,0.084567875
syrtismajor_17_13v,0.06747156,0.016996058,0.0,0.08446761
coprates_23_17h,0.072037034,0.01238313,0.0,0.08442017
tharsis_63_38h,0.068461694,0.015923306,0.0,0.084385
syrtismajor_11_12vh,0.048223812,0.03616108,0.0,0.08438489
syrtismajor_15_21v,0.054370046,0.030001283,0.0,0.08437133
syrtismajor_26_11v,0.050706595,0.03365368,0.0,0.08436027
oxiapalus_54_41vh,0.0374148,0.046898317,0.0,0.08431312
phoenicislacus_1_24vh,0.053292822,0.030987749,0.0,0.08428057
oxiapalus_53_29h,0.051704645,0.032554973,0.0,0.084259614
iapygia_61_37h,0.062098175,0.022115879,0.0,0.084214054
phoenicislacus_1_24v,0.054935362,0.029260892,0.0,0.084196255
oxiapalus_56_34v,0.056239087,0.027946843,0.0,0.08418593
syrtismajor_16_8vh,0.05152988,0.032627393,0.0,0.08415727
amenthes_12_40vh,0.040871676,0.043261793,0.0,0.08413347
syrtismajor_12_4vh,0.058002185,0.02611734,0.0,0.08411953
syrtismajor_24_0v,0.06416237,0.019929621,0.0,0.08409199
elysium_38_38vh,0.04876673,0.035318743,0.0,0.08408547
elysium_56_27,0.05721837,0.02669756,0.0,0.08391593
arabia_11_38v,0.05087338,0.03292273,0.0,0.083796114
syrtismajor_19_12,0.044194736,0.03948771,0.0,0.08368245
oxiapalus_15_24h,0.05818648,0.025462046,0.0,0.083648525
margaritifersinus_18_37,0.058643527,0.024945892,0.0,0.08358942
oxiapalus_15_24v,0.05883825,0.02469885,0.0,0.0835371
tharsis_11_34v,0.065126754,0.01832392,0.0,0.083450675
margaritifersinus_48_35vh,0.051660188,0.031758014,0.0,0.083418205
syrtismajor_11_12h,0.04878387,0.034611553,0.0,0.08339542
arabia_9_38v,0.044367522,0.039007455,0.0,0.08337498
iapygia_61_37vh,0.05954784,0.023825016,0.0,0.08337286
arabia_3_39,0.06012131,0.023087444,0.0,0.083208755
elysium_10_41vh,0.04505604,0.037929837,0.0,0.08298588
margaritifersinus_25_8h,0.042560887,0.04035435,0.0,0.08291523
margaritifersinus_1_22,0.056165885,0.026726864,0.0,0.082892746
coprates_23_17vh,0.07004868,0.012731275,0.0,0.08277996
phoenicislacus_47_27,0.049923535,0.03285151,0.0,0.08277504
arabia_9_38vh,0.04548344,0.037188563,0.0,0.082672
syrtismajor_15_25v,0.057388134,0.025278809,0.0,0.08266694
amenthes_51_41v,0.06227183,0.02036432,0.0,0.08263615
elysium_56_27vh,0.056341458,0.02618092,0.0,0.08252238
coprates_27_14,0.06520107,0.01730257,0.0,0.08250364
memnonia_0_10vh,0.044478573,0.037970677,0.0,0.08244925
amazonis_47_37h,0.04369127,0.038710505,0.0,0.082401775
syrtismajor_12_4,0.055502106,0.026886731,0.0,0.08238883
oxiapalus_15_24vh,0.05827676,0.024098795,0.0,0.082375556
syrtismajor_24_0vh,0.0631445,0.018999225,0.0,0.082143724
lunaepalus_1_36vh,0.06355817,0.018454216,0.0,0.082012385
elysium_45_23h,0.033270746,0.048700128,0.0,0.08197087
lunaepalus_2_36v,0.051541008,0.030382011,0.0,0.08192302
arabia_6_37v,0.05221932,0.029683677,0.0,0.081902996
syrtismajor_48_4h,0.05728754,0.024571883,0.0,0.081859425
margaritifersinus_48_35,0.05334003,0.028469175,0.0,0.08180921
amazonis_58_2vh,0.06092892,0.020811372,0.0,0.08174029
margaritifersinus_18_37vh,0.05717169,0.024545513,0.0,0.08171721
elysium_37_37v,0.06987819,0.011809959,0.0,0.08168815
margaritifersinus_25_8,0.047202412,0.03447214,0.0,0.08167455
arabia_17_21h,0.0480131,0.033622053,0.0,0.08163515
syrtismajor_15_21vh,0.051443882,0.030177493,0.0,0.08162138
maretyrrhenum_60_31vh,0.036156062,0.045461774,0.0,0.08161783
elysium_50_25,0.060382314,0.021209797,0.0,0.08159211
amenthes_12_40,0.040765133,0.040803056,0.0,0.08156819
elysium_25_22h,0.05315409,0.028386636,0.0,0.081540726
syrtismajor_24_3vh,0.0601827,0.021252265,0.0,0.081434965
margaritifersinus_18_11,0.062382758,0.019033015,0.0,0.08141577
syrtismajor_15_25vh,0.05638368,0.024980802,0.0,0.08136448
syrtismajor_16_8v,0.049069915,0.03222723,0.0,0.081297144
margaritifersinus_18_11v,0.062426176,0.018827487,0.0,0.08125366
memnonia_0_10v,0.04568388,0.035542235,0.0,0.08122611
arabia_9_38,0.044013776,0.037203297,0.0,0.08121707
oxiapalus_56_34,0.054593004,0.026615802,0.0,0.08120881
phoenicislacus_1_24,0.054112703,0.026967028,0.0,0.08107973
oxiapalus_57_3h,0.059225857,0.021838278,0.0,0.081064135
lunaepalus_1_36,0.061289113,0.019746339,0.0,0.08103545
syrtismajor_47_1vh,0.05465288,0.026356906,0.0,0.08100979
arabia_45_12vh,0.037778627,0.043221463,0.0,0.08100009
syrtismajor_10_22vh,0.05477757,0.026211731,0.0,0.0809893
elysium_37_37vh,0.06955948,0.01134718,0.0,0.08090666
arabia_11_38vh,0.05120307,0.029675508,0.0,0.08087858
margaritifersinus_18_11vh,0.06330498,0.017555665,0.0,0.080860645
margaritifersinus_1_12h,0.060533613,0.020309301,0.0,0.08084291
syrtismajor_20_19h,0.060721792,0.02005871,0.0,0.080780506
arabia_3_39h,0.059364587,0.021313485,0.0,0.080678076
margaritifersinus_17_36,0.0557183,0.024930285,0.0,0.080648586
syrtismajor_16_8h,0.04904908,0.031549793,0.0,0.080598876
tharsis_26_31v,0.05947539,0.021119405,0.0,0.08059479
lunaepalus_37_3v,0.052723773,0.027863497,0.0,0.08058727
syrtismajor_19_12h,0.053831983,0.026743429,0.0,0.080575414
syrtismajor_19_11,0.053705644,0.026828006,0.0,0.08053365
amenthes_54_40h,0.052040726,0.028487477,0.0,0.0805282
arabia_20_26,0.05951918,0.02095276,0.0,0.08047194
amenthes_54_40v,0.05528028,0.02515061,0.0,0.08043089
elysium_45_23v,0.034712344,0.045710552,0.0,0.08042289
lunaepalus_1_36h,0.06227679,0.018132852,0.0,0.080409646
amazonis_58_2,0.06026662,0.02013133,0.0,0.08039795
oxiapalus_54_40,0.04203644,0.03833221,0.0,0.08036865
sinussabaeus_60_4h,0.044767503,0.035535417,0.0,0.080302924
syrtismajor_19_12v,0.050124843,0.030141722,0.0,0.080266565
syrtismajor_12_3vh,0.057460066,0.022782063,0.0,0.08024213
syrtismajor_20_19v,0.060338546,0.019895691,0.0,0.08023424
elysium_56_27h,0.056692887,0.023508996,0.0,0.08020188
amazonis_1_27v,0.03600473,0.04412098,0.0,0.080125704
arabia_63_11vh,0.04804946,0.032059956,0.0,0.08010942
tharsis_54_25v,0.06752656,0.012566233,0.0,0.08009279
tharsis_26_31h,0.063868,0.016214084,0.0,0.08008209
oxiapalus_46_18,0.0483565,0.03172069,0.0,0.080077186
elysium_25_22vh,0.051243473,0.028811892,0.0,0.08005536
syrtismajor_10_22,0.05384128,0.026199423,0.0,0.08004071
amenthes_54_40vh,0.052584536,0.027353782,0.0,0.07993832
coprates_23_17v,0.06804402,0.011815805,0.0,0.07985982
tharsis_26_31vh,0.06209142,0.017740645,0.0,0.07983206
amazonis_24_30,0.058738004,0.021072796,0.0,0.0798108
tharsis_12_34,0.07300579,0.0067937444,0.0,0.07979953
maretyrrhenum_60_31h,0.035270672,0.044525247,0.0,0.07979592
margaritifersinus_17_36h,0.054557204,0.025068222,0.0,0.07962543
amenthes_12_40v,0.038232263,0.041364577,0.0,0.07959684
margaritifersinus_38_0h,0.054642964,0.02493504,0.0,0.079578005
lunaepalus_1_36v,0.060462654,0.0190728,0.0,0.079535455
syrtismajor_24_3v,0.060711365,0.018816877,0.0,0.07952824
phoenicislacus_1_24h,0.051857393,0.027665192,0.0,0.07952259
margaritifersinus_45_3,0.049221016,0.030241273,0.0,0.07946229
arabia_63_11h,0.049928635,0.029527102,0.0,0.07945573
margaritifersinus_44_23vh,0.040211797,0.039187547,0.0,0.07939935
margaritifersinus_39_9v,0.044398315,0.034862764,0.0,0.07926108
coprates_27_14vh,0.060982913,0.018269613,0.0,0.079252526
oxiapalus_15_24,0.05649173,0.022734651,0.0,0.07922638
oxiapalus_46_18vh,0.044746943,0.034477897,0.0,0.07922484
arabia_63_11,0.050701346,0.028508898,0.0,0.079210244
phoenicislacus_47_27v,0.0496489,0.029558575,0.0,0.07920747
amazonis_47_37,0.045140266,0.034013186,0.0,0.07915345
elysium_25_22,0.0502252,0.028908424,0.0,0.07913362
amazonis_47_37v,0.050745428,0.028339457,0.0,0.07908489
coprates_23_17,0.06500863,0.014052964,0.0,0.0790616
oxiapalus_28_13h,0.04234022,0.03665439,0.0,0.07899461
arabia_17_21vh,0.044411875,0.03452163,0.0,0.07893351
margaritifersinus_1_12,0.05930791,0.01959566,0.0,0.07890357
memnonia_57_0,0.052671432,0.026213653,0.0,0.078885086
elysium_38_38,0.04407078,0.034751322,0.0,0.078822106
amazonis_23_40h,0.044060465,0.03473445,0.0,0.07879491
arabia_60_24,0.046965588,0.031798594,0.0,0.078764185
amazonis_23_40,0.045035906,0.033650395,0.0,0.0786863
oxiapalus_46_18h,0.045628518,0.0329672,0.0,0.07859571
oxiapalus_57_3v,0.05833545,0.020253904,0.0,0.07858935
elysium_56_5,0.06326648,0.015308175,0.0,0.07857466
maretyrrhenum_60_31v,0.035105735,0.04342441,0.0,0.07853015
elysium_32_40,0.065964215,0.01248144,0.0,0.07844566
margaritifersinus_44_23v,0.038242653,0.040200513,0.0,0.07844317
syrtismajor_26_11,0.045588065,0.032854274,0.0,0.078442335
maretyrrhenum_62_6v,0.05491993,0.023483472,0.0,0.0784034
margaritifersinus_1_12vh,0.055656847,0.022703007,0.0,0.07835986
margaritifersinus_48_35h,0.050368782,0.027983898,0.0,0.07835268
phoenicislacus_47_27vh,0.048322666,0.029954113,0.0,0.07827678
elysium_45_23vh,0.033670038,0.044532213,0.0,0.07820225
arabia_9_38h,0.042717468,0.035371527,0.0,0.078089
syrtismajor_16_8,0.0492832,0.028715316,0.0,0.07799852
memnonia_53_1vh,0.06094703,0.016998349,0.0,0.07794538
syrtismajor_11_12v,0.044768065,0.03316951,0.0,0.07793757
syrtismajor_15_25,0.052696187,0.025223153,0.0,0.07791934
elysium_34_38v,0.06614147,0.011714023,0.0,0.0778555
tharsis_12_34h,0.071139805,0.006612473,0.0,0.07775228
elysium_42_24vh,0.047899775,0.029848102,0.0,0.07774788
syrtismajor_10_22h,0.052240785,0.025489863,0.0,0.07773065
syrtismajor_19_11h,0.051524248,0.026165105,0.0,0.07768935
lunaepalus_37_3vh,0.048408996,0.029250212,0.0,0.077659205
sinussabaeus_60_4v,0.045943744,0.031690367,0.0,0.07763411
elysium_50_25v,0.05749582,0.020126468,0.0,0.07762229
elysium_31_39,0.050184842,0.027417168,0.0,0.077602014
elysium_34_38,0.06386969,0.0136435805,0.0,0.07751327
amazonis_58_2v,0.055549838,0.021872321,0.0,0.07742216
arabia_63_11v,0.046688844,0.030718215,0.0,0.07740706
elysium_30_29vh,0.045821406,0.031573717,0.0,0.077395126
elysium_45_23,0.033082854,0.044311944,0.0,0.0773948
syrtismajor_15_25h,0.051733967,0.02566024,0.0,0.0773942
